pygame 2.1.2 (SDL 2.0.18, Python 3.9.7)
Hello from the pygame community. https://www.pygame.org/contribute.html
mu_r be_r mu_l be_l
6.836098090609314 1.4614973874670047 2.6840862475895113e-05 1.093011864042265e-06
6.17834922864435 1.5229058895542493 2.6840862475895113e-05 1.093011864042265e-06
5.821004891368924 1.6801668003840335 2.6840862475895113e-05 1.093011864042265e-06
6.129865565292542 1.9232462726609167 2.6840862475895113e-05 1.093011864042265e-06
6.788423664701533 2.23067881908717 2.6840862475895113e-05 1.093011864042265e-06
7.081937422319188 2.4168817142832255 2.6840862475895113e-05 1.093011864042265e-06
6.92635218120625 2.497346763640281 2.6840862475895113e-05 1.093011864042265e-06
6.464643864412636 2.4685084831673825 2.6840862475895113e-05 1.093011864042265e-06
5.698751757263234 2.3024808689664247 2.6840862475895113e-05 1.093011864042265e-06
4.950193514752282 2.0165679141469743 2.6840862475895113e-05 1.093011864042265e-06
4.845244178785681 1.7999669738547934 2.6840862475895113e-05 1.093011864042265e-06
5.965627870190863 1.8215590491363096 2.6840862475895113e-05 1.093011864042265e-06
7.760380695003847 2.1700740673902112 2.6840862475895113e-05 1.093011864042265e-06
9.283127257396487 2.783737438224477 2.6840862475895113e-05 1.093011864042265e-06
8.713236583643958 3.2312237757558693 2.6840862475895113e-05 1.093011864042265e-06
6.720186395922349 3.2353839738695376 2.6840862475895113e-05 1.093011864042265e-06
4.309723607042201 2.7822299648917785 2.6840862475895113e-05 1.093011864042265e-06
3.166933114865633 2.1815770023184338 2.6840862475895113e-05 1.093011864042265e-06
2.971226251156124 1.5523098197209775 2.6840862475895113e-05 1.093011864042265e-06
3.3053957945409924 1.3803616076142795 2.6840862475895113e-05 1.093011864042265e-06
3.9267484055599353 1.6860687545047552 2.6840862475895113e-05 1.093011864042265e-06
4.579525576171128 2.391388823017887 2.6840862475895113e-05 1.093011864042265e-06
4.774378302459356 2.99484193424997 2.6840862475895113e-05 1.093011864042265e-06
4.359191707333924 3.2527363980632553 2.6840862475895113e-05 1.093011864042265e-06
3.535454299613662 3.050035770459434 2.6840862475895113e-05 1.093011864042265e-06
2.7492070051132664 2.512242844482552 2.6840862475895113e-05 1.093011864042265e-06
2.632054091116445 2.1650905030920056 2.6840862475895113e-05 1.093011864042265e-06
3.0902432231976387 2.0971353239021475 2.6840862475895113e-05 1.093011864042265e-06
3.8404545997863804 2.186026301584081 2.6840862475895113e-05 1.093011864042265e-06
4.260059730492879 2.1924581826822047 2.6840862475895113e-05 1.093011864042265e-06
4.089180943947944 2.187090699123766 2.6840862475895113e-05 1.093011864042265e-06
3.6788000330885917 2.329152863245752 2.6840862475895113e-05 1.093011864042265e-06
3.6404992545110613 2.5962777932589414 2.6840862475895113e-05 1.093011864042265e-06
4.5187942899429245 2.782919612868282 2.6840862475895113e-05 1.093011864042265e-06
5.677616500739742 2.689523250226887 2.6840862475895113e-05 1.093011864042265e-06
6.589217026644961 2.4693295045507653 2.6840862475895113e-05 1.093011864042265e-06
6.859424124177415 2.43504142018954 2.6840862475895113e-05 1.093011864042265e-06
7.000305929619337 2.6030753250574143 2.6840862475895113e-05 1.093011864042265e-06
7.03058395410182 2.781819793268208 2.6840862475895113e-05 1.093011864042265e-06
6.5802759529536505 2.860470881471921 2.6840862475895113e-05 1.093011864042265e-06
5.44210289702038 2.8794325938813445 2.6840862475895113e-05 1.093011864042265e-06
4.73591894755757 2.9100186851110212 2.6840862475895113e-05 1.093011864042265e-06
5.0321173031929725 2.8947262462876675 2.6840862475895113e-05 1.093011864042265e-06
6.273003009813529 2.6535611464682356 2.6840862475895113e-05 1.093011864042265e-06
7.118566988005102 2.1709902663614553 2.6840862475895113e-05 1.093011864042265e-06
7.013103116558662 1.7822116085725965 2.6840862475895113e-05 1.093011864042265e-06
6.600638202786293 1.6679560136567417 2.6840862475895113e-05 1.093011864042265e-06
6.693651669065885 1.951203423703256 2.6840862475895113e-05 1.093011864042265e-06
7.014439740941443 2.332944134890538 2.6840862475895113e-05 1.093011864042265e-06
6.8631446631936495 2.570200877480928 2.6840862475895113e-05 1.093011864042265e-06
6.058455325280482 2.6422308650258794 2.6840862475895113e-05 1.093011864042265e-06
4.7768415504948445 2.6184775716627597 2.6840862475895113e-05 1.093011864042265e-06
3.7864230277781337 2.616318389003056 2.6840862475895113e-05 1.093011864042265e-06
3.43247545374735 2.694690349458086 2.6840862475895113e-05 1.093011864042265e-06
