pygame 2.1.2 (SDL 2.0.18, Python 3.9.7)
Hello from the pygame community. https://www.pygame.org/contribute.html
mu_r be_r mu_l be_l
2.6878658806539963 5.424100688031675 3.692093505507703 5.228796869527138
2.6878660549835853 5.424100718760564 3.692093841947387 5.228796914075782
2.659461254582751 5.523259951907319 3.594172000406978 5.196761697679966
2.909042262758821 5.841795514963996 3.7293945972979774 5.066041819590479
3.6046520771567447 6.1048790455734965 4.5153475947290005 4.951921874753979
4.314502784561136 6.108957747328037 5.4531477076686885 4.840098278861441
4.807126950900318 5.8556371802326606 6.23112363961016 4.73459881849514
4.919630184991645 5.426922278977875 6.608944501546507 4.728759665912651
4.7071951608078075 5.123079849455279 6.477794336474035 4.83309494312618
4.275414618727029 4.9248760072549524 5.945561891810085 4.914365304059883
3.72414986473954 4.911880313347705 5.167902376745416 4.834441055184399
3.255243319306836 5.118125174418205 4.507300963023666 4.741323443737984
3.0212634124649362 5.590262971119252 4.1633873035425015 4.777015731240917
3.2959060790053805 5.980537530218538 4.46923271122377 4.881365139234526
4.104367348943125 6.0573260822482435 5.428050456482788 4.865598324346186
4.805260025632434 5.657808402855558 6.297965175214822 4.643920637943506
5.023583362178398 5.065988634204925 6.641833644357458 4.3649945938691905
4.803383456841994 4.61645653066668 6.4575823810987405 4.148185173294488
4.330262175804686 4.34628313653507 5.935196469643827 3.9540117085673856
3.6320039551331584 4.390278266719356 5.072598293226226 3.84050753973541
3.061346164372686 4.8192501057323 4.281264006746358 3.9976874635888047
2.729956242704913 5.6510836387262176 3.6483370211628205 4.538588355909176
2.98090912246556 6.4437256917594805 3.6103074630496588 5.196613275432662
3.5879225715948233 6.779871482096771 4.038430241565188 5.541355280233298
4.322236630019363 6.68273049268452 4.733679580637975 5.5285608901404695
4.644307111778498 6.313437521151343 5.193676344810333 5.2629426753768715
4.5504598094684585 5.78339302047083 5.339256159689567 4.876684650190078
4.159101500553949 5.285795669348172 5.11558775863123 4.524483996528178
3.5375274775184735 4.916778643866937 4.516830466064207 4.265924207309787
2.9275675557069496 5.022056496125073 3.768916883962242 4.365889061806096
2.5755329179342605 5.504594585928972 3.2350414550158693 4.778926326343414
2.52019510435935 6.171363175617128 2.9723645788909123 5.365655864425996
2.7974618072536073 6.519605933619884 3.13082694011639 5.677237708545114
3.1156639196890183 6.452495366553914 3.4864140807976987 5.621722684467977
3.33064823562141 6.155752397225309 3.87248623208673 5.391696055777777
3.3746260369739463 5.746469046693137 4.1375103803992195 5.114453880978632
3.220341413792077 5.162985087827979 4.159162070368514 4.72105708046549
2.9746143348275083 4.7334132953443255 3.9222180681329766 4.361726959691136
2.6467679919424842 4.548194431421833 3.506775790657405 4.09988544549244
2.460821674197896 4.79043721442935 3.2228017242873377 4.205388381079453
2.5314959389237544 5.3529528357844365 3.177525502905602 4.651961397203346
2.8516544096561725 5.738242402192872 3.3862806534183814 4.995246734966406
3.2654539904882225 5.8051128151348665 3.6965265630856736 5.038115193041269
3.6076187533768924 5.533822400146397 3.9912834138701916 4.767522670262324
3.6522412470313514 5.179380099157471 4.085213822292485 4.495278452013221
3.405530367452212 4.7831341404854495 3.9502391706725684 4.277603916648136
2.9505845824726564 4.489428956470509 3.5703852230867277 4.091959078505279
2.498927680268095 4.461106230676275 3.111139154585545 3.9877431746253054
2.1895126351276764 4.833350449603154 2.7236736399403445 4.174343478413154
2.190180466029278 5.3793128095158576 2.6026286486828223 4.607761008103898
2.4751132377198797 5.896198461699533 2.6563946078934983 5.082111626464583
2.8366582171588863 5.9956350659874795 2.7167530564844324 5.135939174571232
3.0183822365961595 5.743093602546301 2.7052600529982067 4.819319134842981
