pygame 2.1.2 (SDL 2.0.18, Python 3.9.7)
Hello from the pygame community. https://www.pygame.org/contribute.html
mu_r be_r mu_l be_l
2.149495758528508 2.5131254899335165 2.3098455072628536 2.7988240933313824
2.149495746505144 2.513125469569798 2.3098456665541156 2.7988240509738
1.8964042017793306 2.174227467148532 2.1502666203029137 2.6633843289720707
1.775435954192681 1.9325384202364475 2.074712414617328 2.445819203662877
1.7641853179810134 1.813833351587307 2.068545493410671 2.165959729294973
1.798509832776272 1.947558379739448 2.0691575102443074 2.005271966635098
1.816371202511251 2.2821077008254296 2.0417234443786176 2.0793764973644158
1.8180157164239863 2.5791163315872367 2.020736094174866 2.312896387476661
1.7964882401519593 2.7582143416790585 2.0102370444585773 2.645218791218525
1.7290507620751672 2.739148402758342 1.987537253871297 2.8903110150461147
1.6196507004346674 2.603352897349511 1.9575213361876405 3.0026807927653563
1.5423744839718454 2.435103677699124 1.992281244195532 2.919807639630111
1.5358696806814134 2.319138906262459 2.0961010501986577 2.7027284363234134
1.5698551529459834 2.305441926103618 2.2201968435714536 2.4053285043024712
1.6004092171285147 2.439647137183059 2.2414162975450918 2.260526080323513
1.6281946581053852 2.656759646182072 2.160600756634243 2.3067520145452503
1.6699269182254786 2.8544000709647195 2.005921229108085 2.5418912609698046
1.704327336345438 2.874493999121163 1.8721656386516865 2.798982297921256
1.6963321117821148 2.772276060208409 1.8142523763175076 2.9350369760052746
1.6549992353560081 2.6349819155941607 1.8669537924100235 2.9701702756012462
1.6399240693792247 2.5348809947642628 2.138779139638653 2.8841011032585477
1.6939113598762139 2.5216063498127017 2.59362332554572 2.6728528337384745
1.7475236093790514 2.6217120507824454 2.934291101378091 2.450024814801539
1.7325270436762903 2.897591539701993 3.004289059807446 2.305595178354338
1.641417882323795 3.2097191790186423 2.7459009674379034 2.3709651335926796
1.530094799030516 3.464133432202875 2.280351414189112 2.599438426913895
1.5505174475912553 3.4597841564611964 1.9688571293901433 2.760507573282483
1.7806328892366952 3.245974081931384 1.9131479491193555 2.760947153949074
