pygame 2.1.2 (SDL 2.0.18, Python 3.9.7)
Hello from the pygame community. https://www.pygame.org/contribute.html
mu_r be_r mu_l be_l
2.1587066082431923 2.8892238844674485 1.2735794088970418 2.895498281873664
2.1452760552168733 2.936476129043328 1.2881927381296192 2.913857931729739
2.092230475294611 3.1700457727842215 1.4084623718665377 2.903171716965138
2.0947179007136207 3.1828392839801194 1.479839713798417 2.728862713574427
2.0581908076913638 3.0511269715297353 1.4475968066627969 2.4812154180890134
1.9607710655787594 2.8803290435924698 1.3201249242049333 2.325423858782861
1.8396633533599078 2.6540300984122713 1.1432489530590033 2.255574863162143
1.7972841498628902 2.4726649109225924 1.0515360423259856 2.2923220641398516
1.8592019358779752 2.373031397498711 1.1006143648704718 2.431472169819925
2.0577171403517127 2.45829503675436 1.3846621491127462 2.620153292599245
2.2735173267894457 2.6199480294541355 1.737040419974141 2.716735404501017
2.442787688504611 2.7894214012720475 2.0769713497965676 2.699110932823656
2.4076616505665265 2.8591331330444647 2.139425336822849 2.582504239620268
2.1942656796792277 2.840354095550296 1.922617193824392 2.4054047553076883
2.045129971103996 2.7501455198999007 1.6424805205891682 2.2868565653763344
2.098845110986822 2.589283521365709 1.405038865968554 2.255209226694366
2.298660605281407 2.4580198674448455 1.3044362644044682 2.3401610746467894
2.5110686119213423 2.402416988324751 1.2799315936440938 2.5244655708113433
2.596046687337227 2.4786261702662586 1.388499664533133 2.6808842209888315
2.5968753014468122 2.6100347123365206 1.6103117908298494 2.7080834763434796
2.5398525905142026 2.764925271316177 1.871012692912812 2.620029354748927
2.362444662817413 2.9126953456412608 1.9610381094757332 2.4641329920425887
2.0975199075282958 3.0053960317308683 1.7815877041926882 2.3258433823597056
1.9563048420711457 2.998084532953421 1.5423495605321014 2.2529749676498283
2.0524979908404424 2.880356478391926 1.362580263460275 2.2440852493453947
2.3475829626130196 2.728779750010566 1.3328563391419768 2.330821661707453
2.5746129816550267 2.649564114170683 1.3880674040203145 2.454762028623729
2.6737932823200232 2.627911858886608 1.539048216197981 2.554861237810711
2.636701085375357 2.6237283307085724 1.7464942021644356 2.5225839764999853
2.494416238014956 2.6022600919027727 1.9648933115689922 2.325168943394412
2.248296469257478 2.585103315263467 1.978293495579067 2.0236792580231753
2.0076512722400057 2.5934249386930963 1.7970969262490168 1.7670919572542152
1.87047077290869 2.602763051046837 1.5341636214639973 1.571475176921532
2.0000093948424555 2.555436378461679 1.3923695034431562 1.5426536345646797
2.263380665061626 2.456647922367121 1.3778450405665317 1.6675275559290397
